0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0.37585,4.0362,4.7053,5.4095,3.2608,3.5268,-2.7171,0.47447,-9.6478,-0.15404,0.041257,-0.50569
6,1,0,1.6897,9.5515,-0.33234,4.5176,4.6959,4.0292,9.9876,8.1258,11.171,0.47079,0.42946,0.61369
6,1,0,6.7402,6.6278,0.13034,4.493,3.3971,3.0171,4.5313,2.6049,7.5309,0.29688,0.25415,0.55554
6,1,0,6.9195,7.0088,0.11462,4.1363,3.6309,3.2385,2.9568,0.87627,6.9963,0.19688,0.07452,0.52229
6,1,0,5.4652,8.6754,-0.31159,4.4853,3.9303,4.0129,9.3504,8.1203,9.0927,0.5304,0.51485,0.50518
6,1,0,5.3712,7.8278,-0.51715,4.6447,4.1952,3.5272,10.299,5.4788,5.4176,0.52853,0.37026,0.33069
6,1,0,7.4991,6.068,-0.22107,5.5031,4.7669,3.4081,6.3548,-1.1228,7.5419,0.24225,-0.069114,0.40212
6,1,0,6.3923,7.2783,0.013201,4.7777,3.8947,4.1768,7.1856,3.2695,7.2763,0.38617,0.20099,0.36463
6,2,0,3.6654,8.1066,1.5808,6.5453,8.6838,6.1171,6.9125,-16.965,21.443,0.12162,-0.31937,0.53557
6,2,0,-1.8958,7.2145,-0.15821,5.7775,8.0485,6.6683,-22.937,-0.16778,2.2791,-0.49327,-0.0031262,0.059157
6,2,0,-2.3146,6.3914,0.66782,6.3626,7.7421,5.8888,-27.179,-6.2698,13.705,-0.55175,-0.13752,0.36577
6,2,0,2.0111,6.6528,-0.50374,5.7004,8.2212,6.8614,21.451,-25.029,9.7183,0.45773,-0.44371,0.24847
6,2,0,2.3388,6.4922,0.11818,6.0052,7.9528,6.9099,25.453,-19.885,8.0754,0.53296,-0.36186,0.19461
6,2,0,0.55785,8.5828,0.49536,4.4654,8.5504,5.6542,-1.6197,-14.262,11.718,-0.042422,-0.29499,0.46412
6,2,0,-2.3198,7.4492,0.63429,5.4763,8.6403,5.4328,-26.268,-19.744,13.861,-0.55515,-0.42062,0.46588
6,2,0,5.1237,5.6278,0.12971,7.8117,7.6959,5.5778,34.654,-22.904,-3.6686,0.57643,-0.53357,-0.084197
6,2,0,1.5611,7.6722,0.73613,5.0631,8.1706,7.2052,14.592,-14.121,0.27606,0.35273,-0.23986,0.0075671
6,2,0,6.1849,5.4897,0.45052,6.7177,7.4818,5.0736,29.464,-21.645,-2.7103,0.58624,-0.57021,-0.079522
6,2,0,5.1258,3.6509,-0.26759,8.5579,7.9848,5.8238,22.912,-25.502,-15.254,0.3353,-0.5484,-0.30606
6,2,0,7.5866,0.41569,0.93498,9.2683,5.3901,7.9458,-16.426,-16.999,7.7381,-0.32881,-0.3969,0.10507
6,2,0,7.1472,1.096,-0.82749,8.5177,6.3616,5.6458,12.312,-9.9293,-16.822,0.22721,-0.27646,-0.34981
6,2,0,6.7012,1.0869,-0.41071,8.3946,6.2624,5.2275,10.242,-13.377,-11.189,0.19483,-0.40863,-0.25497
6,2,0,7.9482,3.6622,0.38724,7.887,6.4434,6.2291,19.727,-17.01,-2.1638,0.38819,-0.4238,-0.044043
6,2,0,9.2349,1.4818,-0.24454,8.9292,5.1732,5.7958,-0.74412,-11.816,-13.505,-0.016109,-0.3941,-0.26096
6,2,0,6.1095,1.8363,-0.83419,8.7422,6.7754,5.8379,-3.1008,-11.614,-6.7493,-0.05235,-0.29362,-0.13225
6,2,0,8.0528,1.0618,-0.22966,7.7363,5.6357,4.8929,17.315,-12.379,-11.456,0.39714,-0.44893,-0.30264
6,2,0,7.648,1.6462,-0.32752,7.1562,3.5755,4.6237,2.1268,-4.3679,-13.802,0.083119,-0.26421,-0.41713
6,2,0,8.1682,0.92108,0.77573,7.3712,3.8871,4.9202,-3.5349,-7.5013,-10.3,-0.12337,-0.39222,-0.28401
6,2,0,7.4762,2.3794,-0.65315,8.4497,5.0081,5.1211,12.959,-4.3273,-23.571,0.30624,-0.16873,-0.54471
10,1,0,0.021846,9.4308,0.48292,3.3882,4.8758,4.941,-1.3177,-1.1489,8.3856,-0.079765,-0.047688,0.5009
10,4,0,-0.99754,9.8017,-0.75646,0.37704,1.243,0.48385,-0.14125,-0.10927,0.095921,-0.3014,-0.18169,0.52579
10,6,0,-1.5035,9.6422,1.5232,3.1797,4.396,3.9101,1.7389,4.7711,2.33,0.1244,0.27757,0.18741
13,2,0,-0.22462,5.1702,-0.44235,5.2709,8.4113,8.4889,-1.4591,37.4,20.244,-0.032911,0.52378,0.45245
13,2,0,-0.43769,5.5848,-0.123,5.0149,8.1861,8.0358,-2.4836,32.543,18.218,-0.060499,0.49471,0.45209
13,2,0,0.22077,5.4485,-0.11315,4.9374,8.1063,7.8234,-1.9912,28.017,16.115,-0.049751,0.44178,0.4172
13,2,0,-0.42954,7.188,0.76588,4.9869,8.8867,8.0326,3.4883,41.951,13.667,0.078712,0.58769,0.34118
13,2,0,-0.40169,6.3769,-0.12258,4.8625,9.1861,8.4828,9.7698,46.279,21.262,0.21873,0.5939,0.51547
13,2,0,-0.30892,7.0282,1.4901,4.3886,9.2255,8.9673,1.8085,57.232,9.4772,0.044667,0.69181,0.24082
13,2,0,-0.060923,6.9652,1.2707,4.9688,8.4372,7.8691,-3.0101,38.084,13.972,-0.071802,0.57362,0.35733
13,2,0,-0.22892,7.0915,1.577,5.2612,8.8764,7.7235,-1.0497,38.948,14.718,-0.022477,0.56812,0.36221
13,2,0,0.44477,6.5082,0.41427,5.3499,8.5077,7.3868,5.5639,33.986,13.738,0.12224,0.54079,0.34762
13,2,0,-0.94662,5.5482,-0.84425,4.7696,9.0661,8.2232,-3.0176,48.743,6.2607,-0.069785,0.65381,0.15963
13,2,0,-0.45385,5.4123,0.087799,4.9983,9.2955,8.2023,-1.3331,48.906,8.9933,-0.028693,0.64144,0.21936
13,2,0,-0.21154,5.2903,0.30132,4.8129,8.7453,8.4074,-3.8662,41.753,4.9032,-0.091854,0.56788,0.12117
13,2,0,-0.17308,5.4811,0.38158,4.2346,9.2928,7.9687,-5.4428,40.243,6.3474,-0.13831,0.54345,0.18811
13,2,0,0.39662,6.5746,0.8168,4.7968,9.4321,8.4847,-4.9145,42.67,9.848,-0.10862,0.53319,0.24197
13,2,0,-0.56431,7.0117,1.2962,5.0004,9.0081,9.1967,0.82115,52.483,8.5547,0.01823,0.63352,0.18602
13,2,0,-0.92446,6.7685,1.0544,4.9273,9.2999,8.6432,-6.6324,50.947,2.7912,-0.14474,0.63382,0.065539
13,2,0,0.23385,6.1215,0.48153,5.5732,8.731,8.458,-5.1024,41.963,4.925,-0.10486,0.56824,0.10448
13,2,0,-0.28369,6.3968,1.5196,5.1805,8.5138,7.4595,5.7893,34.413,9.7655,0.13126,0.54187,0.25271
13,2,0,-0.0066154,6.9285,0.84174,4.5597,9.4993,8.548,9.9043,51.547,16.039,0.22866,0.63482,0.41151
13,2,0,0.10523,6.6395,0.96809,5.1602,8.6344,7.8439,0.38829,36.861,10.285,0.0087148,0.54426,0.25409
13,2,0,0.49569,7.684,0.29189,5.3381,9.4888,8.1489,0.29498,40.783,14.869,0.0058237,0.52744,0.34182
13,2,0,-0.054923,6.9788,1.6795,4.8809,8.37,8.516,3.7487,38.187,7.5959,0.09176,0.53574,0.18274
13,2,0,-0.015846,5.592,0.88071,4.84,8.3889,7.0661,-5.688,22.969,9.4387,-0.14009,0.38749,0.27598
13,2,0,0.18785,5.8757,-0.14333,5.1013,9.3013,7.9195,-6.1421,33.948,10.435,-0.12945,0.46087,0.25828
13,2,0,0.37662,6.476,0.3996,5.1558,9.3176,8.3411,-2.3069,43.107,12.606,-0.048019,0.55466,0.29313
13,2,0,0.31462,7.446,0.4983,5.2112,9.8231,8.6711,5.171,48.395,12.027,0.10101,0.56817,0.26616
13,2,0,0.93,5.6565,0.79878,4.3725,8.1015,7.7207,1.4225,27.007,10.156,0.040158,0.43177,0.30085
13,2,0,0.58554,5.2752,-0.060768,4.8007,9.1594,8.21,3.2197,37.033,10.214,0.073222,0.49247,0.25916
13,2,0,0.10538,6.3432,-0.9486,5.0036,9.6649,8.483,10.298,46.134,14.484,0.21295,0.56269,0.34123
13,2,0,0.35215,7.1946,-0.42915,5.1697,9.5661,8.9654,13.355,44.777,16.508,0.27006,0.52211,0.35617
13,2,0,0.37569,6.9015,0.22589,6.0831,9.5121,8.6296,17.26,53.294,28.885,0.29829,0.64925,0.55025
13,2,0,0.42262,7.0462,1.0666,5.3586,8.071,6.8545,4.7258,27.454,19.739,0.10927,0.49625,0.53742
13,2,0,0.76431,7.8465,2.3029,5.3432,9.7677,8.0784,18.795,54.868,21.18,0.36013,0.69534,0.49067
13,2,0,-0.11123,7.4554,1.4794,5.5466,10.139,8.1536,16.583,57.55,21.115,0.29487,0.69615,0.46688
13,2,0,0.43015,6.7183,0.50752,4.6436,8.6164,8.764,10.113,41.742,13.051,0.25275,0.55278,0.32068
13,2,0,0.73446,7.3298,1.2457,5.131,9.4583,8.2955,21.847,53.24,20.754,0.45017,0.67855,0.4876
13,2,0,0.40662,6.0042,-0.0058673,4.5359,9.0254,8.0443,11.432,41.713,17.16,0.27926,0.57454,0.47028
15,1,0,5.346,8.5297,-0.24978,5.7662,4.4431,3.1157,5.2504,-0.066856,0.59574,0.20493,-0.0048294,0.033159
15,2,0,-4.5268,6.8768,-0.10896,8.6537,8.1214,5.0444,-56.806,2.7214,-4.8283,-0.80827,0.066428,-0.11061
15,2,0,-4.5494,7.6058,1.9624,8.0496,7.4621,6.5147,-47.719,5.84,-15.995,-0.79442,0.12013,-0.30501
15,2,0,-3.5912,5.3885,-0.13998,7.4344,7.762,4.9744,-48.778,12.215,-12.163,-0.84528,0.31635,-0.3289
15,2,0,7.2534,6.2492,-2.4431,8.08,9.4623,5.4152,55.26,-2.513,4.6432,0.72278,-0.049043,0.10612
15,2,0,6.0422,3.5328,-0.37047,7.4526,8.6159,4.5087,40.923,3.9807,8.3327,0.63733,0.10247,0.24799
15,2,0,6.7588,5.0117,-0.18628,9.1866,10.384,5.5831,32.922,-2.4365,-6.9636,0.34513,-0.042028,-0.13577
15,2,0,6.9829,5.1943,-0.91173,8.8387,9.2995,4.8145,38.402,7.7338,10.363,0.46721,0.17274,0.24352
15,2,0,6.5703,5.2822,-0.55718,8.9651,8.5422,4.7538,37.784,8.4697,5.8008,0.49339,0.20857,0.13611
15,2,0,7.1543,5.686,-0.70071,8.9444,9.2239,4.2228,49.016,8.7661,8.6308,0.59412,0.22506,0.22851
15,2,0,7.4714,5.8483,-0.12677,9.2057,9.0984,4.1762,41.595,2.0029,7.0447,0.49662,0.052713,0.18324
15,2,0,8.068,4.3242,0.22065,9.1688,9.654,4.5514,33.521,-4.0073,8.1752,0.3787,-0.091201,0.1959
15,2,0,7.3135,6.1315,-0.549,8.6882,9.49,5.3719,31.137,5.435,-2.3646,0.37765,0.10661,-0.050664
15,2,0,6.0671,6.3272,-0.99429,8.6454,8.0389,5.0993,39.995,8.1161,10.453,0.57547,0.19799,0.23711
15,2,0,6.5297,6.0517,-1.3993,9.1721,8.3025,5.5217,35.529,-0.56801,0.35104,0.46656,-0.01239,0.0069314
15,2,0,7.7529,4.5617,-0.14605,7.976,8.7855,3.9552,45.172,0.23977,5.4995,0.64465,0.0069002,0.17433
15,2,0,7.2738,5.2937,0.05993,8.3397,8.4409,6.0623,38.051,-4.6362,-0.93596,0.54053,-0.090602,-0.018513
15,2,0,6.5005,3.9969,-0.045681,7.8072,8.2127,5.1931,40.676,1.0358,2.3539,0.63439,0.024286,0.058059
15,2,0,7.4588,6.1472,-1.0127,9.1533,8.6779,4.751,46.052,3.4762,16.191,0.57977,0.084314,0.37231
15,2,0,7.1082,4.8178,-0.32982,8.8826,7.9979,4.9106,18.523,-10.284,-1.5667,0.26073,-0.26184,-0.035917
15,2,0,5.42,6.1234,0.66132,8.2932,8.4847,5.5007,31.498,6.1797,5.3077,0.44764,0.13241,0.11635
15,2,0,7.3054,5.3809,1.0494,8.2108,9.3101,5.6911,31.57,4.6266,6.492,0.41299,0.087319,0.13893
15,2,0,7.7417,5.0206,-0.99554,8.8957,8.5762,4.9296,26.65,-6.7801,5.3336,0.34932,-0.16037,0.12163
15,2,0,7.8198,5.8395,-0.18985,8.4202,9.6614,5.6123,21.213,-3.5262,-1.5535,0.26076,-0.065031,-0.032873
15,2,0,7.158,4.666,-0.68626,8.9274,8.6444,6.0258,37.458,-4.517,-1.6551,0.48538,-0.086716,-0.030767
15,2,0,6.2965,4.5617,-0.019907,8.0187,8.3924,4.8995,36.782,4.6012,8.7499,0.54658,0.1119,0.22271
15,2,0,6.6422,4.988,0.24286,8.6681,7.3917,4.5473,38.181,-1.9807,11.298,0.59591,-0.058928,0.28664
15,2,0,8.0222,5.2643,0.037089,8.6646,8.5725,5.0698,48.351,-10.06,-1.1307,0.65094,-0.23148,-0.02574
15,2,0,7.202,5.4511,-0.29504,9.0195,8.7972,4.523,20.877,-5.7764,-7.2084,0.26311,-0.14517,-0.1767
15,2,0,7.2354,5.8057,-0.086961,9.4618,8.9835,5.4524,35.222,-0.69666,7.1173,0.41438,-0.014223,0.13796
15,2,0,6.3985,4.6011,-0.34051,8.6157,8.6211,3.5365,31.567,-2.7313,7.2165,0.42498,-0.089583,0.23684
15,2,0,7.6992,5.4702,-1.5381,8.4923,9.3021,4.8464,51.178,-12.266,-11.215,0.64786,-0.27208,-0.27248
15,2,0,6.7029,5.4912,-0.5599,9.1374,8.1021,5.041,48.62,-7.2621,1.6008,0.65674,-0.17781,0.034754
15,2,0,7.9026,6.13,-0.80779,8.7878,8.3526,4.0714,52.049,-8.1309,-3.2295,0.70911,-0.23909,-0.090262
15,2,0,6.2517,4.2523,-0.55026,8.0259,8.1437,5.0528,37.938,-4.4122,1.3212,0.58044,-0.10723,0.03258
15,2,0,7.2197,4.5562,-1.251,8.1653,9.1886,3.8692,35.695,0.13426,1.0653,0.47576,0.0037764,0.033721
15,2,0,6.7114,4.9985,-0.6389,9.2744,8.4985,3.8435,29.803,4.6464,5.4527,0.37812,0.14225,0.15297
15,2,0,6.8154,4.9049,-0.4216,8.2998,9.0331,4.8697,27.587,-6.812,-2.2075,0.36795,-0.15486,-0.054619
15,2,0,7.8689,7.0105,-0.79773,9.6073,9.869,5.8717,15.196,-9.9504,11.847,0.16027,-0.17171,0.21002
15,2,0,6.6906,7.9972,-0.56409,10.328,9.0555,5.7033,8.2892,-13.113,24.138,0.088629,-0.2539,0.40978
15,2,0,6.8222,4.7895,-0.55529,9.4746,9.6399,4.3338,-12.802,-1.7274,5.219,-0.14016,-0.041348,0.1271
15,2,0,6.5154,4.7534,-0.24454,8.9136,8.3638,5.1425,7.0509,0.18552,2.0894,0.094577,0.0043133,0.045583
15,2,0,6.6506,6.3774,-0.29378,9.2385,8.9451,6.1125,2.9578,5.1994,20.3,0.035792,0.095094,0.35948
15,2,0,7.1409,5.3828,-1.2537,8.9518,10.01,5.7955,-2.3731,5.071,10.167,-0.026484,0.087412,0.19597
15,2,0,6.7837,6.5383,-0.62235,9.0242,8.9661,4.9863,18.519,0.49208,4.5562,0.22888,0.011007,0.10125
15,2,0,7.3246,6.7588,-0.25564,8.8406,9.5572,5.1955,24.825,0.63767,11.461,0.29381,0.012842,0.24951
15,2,0,8.1529,7.0272,-0.65755,9.0331,10.214,5.6487,6.0395,-1.2064,6.5567,0.065456,-0.020909,0.1285
15,2,0,6.9448,5.3292,-0.051338,8.8765,9.2367,2.6949,8.535,5.9782,-0.36225,0.1041,0.24016,-0.015143
15,2,0,7.1402,5.6757,0.56242,8.5499,8.6609,5.3193,41.412,0.36347,-4.487,0.55925,0.0078896,-0.09866
15,2,0,6.6477,4.6545,-0.28603,9.2078,9.6901,5.0314,12.836,-6.9279,6.5904,0.14386,-0.1421,0.14225
15,2,0,5.4195,5.2591,-0.17518,8.2103,8.5612,5.8304,34.125,9.5316,5.8184,0.48548,0.19096,0.12155
15,2,0,6.4657,5.282,0.75415,8.2284,8.3725,5.6322,38.827,2.1307,9.8154,0.5636,0.045184,0.2118
15,2,0,6.9634,5.9986,-1.4385,8.8299,8.5616,4.8689,46.752,-14.821,-0.056266,0.61842,-0.35554,-0.0013088
15,2,0,7.2492,6.0289,-0.036251,9.4968,7.9598,5.8362,29.66,-13.049,-2.9872,0.39236,-0.28089,-0.053896
15,2,0,6.2826,4.6149,-0.18209,8.598,7.7738,4.6692,30.355,-0.89026,5.7818,0.45415,-0.024527,0.14402
15,2,0,6.7454,4.1094,0.061815,8.4056,7.6765,4.2413,29.69,8.4405,2.8248,0.46013,0.25925,0.079236
15,2,0,6.8682,3.1791,-0.26025,8.6274,8.9691,5.3047,27.415,-11.435,5.1797,0.35429,-0.24033,0.11318
15,2,0,7.3114,5.0526,0.70679,8.3031,8.2203,4.7264,27.33,0.24028,17.49,0.40042,0.0061844,0.44568
15,2,0,6.9288,6.1025,1.0048,8.6796,7.6972,5.6187,20.783,-0.087452,-8.8538,0.31108,-0.0020221,-0.18155
15,2,0,7.0466,5.8943,0.040652,9.0822,8.4782,5.0812,37.044,5.9152,7.8457,0.48109,0.13731,0.17001
15,2,0,7.4403,5.5628,0.094923,9.5549,7.568,6.1827,35.822,-5.7307,8.8751,0.49539,-0.12248,0.15023
15,2,0,5.8872,4.72,-0.33946,8.5262,8.0635,5.6712,30.294,-4.2832,1.5532,0.44063,-0.093663,0.032122
15,2,0,7.3634,5.0626,-0.35434,8.4028,8.4965,5.8244,40.276,-11.732,-5.0861,0.56414,-0.23706,-0.10392
15,2,0,5.9055,4.794,-1.6252,8.881,7.8517,5.8041,36.884,-8.5181,12.776,0.52896,-0.18692,0.24785
15,2,0,7.3018,3.5825,-0.79794,8.7766,8.9793,5.0044,25.181,-14.848,1.8698,0.31953,-0.33043,0.042571
15,2,0,7.2657,6.1848,-0.66782,8.8155,8.5273,4.6854,34.067,1.4803,-4.7129,0.45318,0.037051,-0.1141
15,2,0,7.0782,6.254,-0.16072,8.7591,9.0163,4.6547,41.757,0.11354,-6.085,0.52874,0.0027054,-0.14925
15,2,0,7.0163,5.2486,0.2898,8.7553,9.0707,4.6802,30.734,8.4663,-6.1978,0.38699,0.19943,-0.15125
15,5,0,-4.5526,8.5938,-0.26675,3.3396,4.9372,2.3141,-11.57,-0.23547,-0.40369,-0.70174,-0.02061,-0.052236
18,2,0,1.9412,8.3811,-0.39981,5.7453,9.3915,6.0394,-8.3309,-30.334,7.72,-0.1544,-0.53482,0.22249
18,2,0,0.14862,10.35,-0.99009,6.4672,8.7785,5.9252,-24.422,-27.495,12.847,-0.43018,-0.52861,0.33526
18,2,0,1.8592,7.9417,-0.16386,6.9174,9.9399,5.4959,-37.449,-19.334,11.472,-0.54464,-0.35392,0.30176
18,2,0,-3.1075,9.738,0.5863,9.5069,7.3837,5.5175,-42.946,-18.93,29.85,-0.6118,-0.46465,0.56906
18,2,0,-3.7372,8.9414,0.46707,10.089,8.4655,5.3961,-40.488,-16.06,15.741,-0.47406,-0.35156,0.28914
18,2,0,-4.2223,7.7092,0.30887,9.7089,8.5995,5.8126,-46.78,-15.82,32.699,-0.56029,-0.31649,0.57942
18,2,0,-5.716,9.9217,-0.073759,10.782,8.3993,4.6517,-54.696,-13.332,22.284,-0.60399,-0.34123,0.44431
18,2,0,-3.5578,8.0798,-0.23259,9.9771,8.0166,4.7166,-44.884,-14.307,16.814,-0.56118,-0.37837,0.35731
18,2,0,-5.0714,9.6554,0.33234,10.443,8.0684,5.0029,-47.015,-12.217,11.963,-0.55801,-0.30266,0.22899
18,2,0,-4.5663,9.532,-0.10121,10.183,8.299,5.0326,-42.988,-15.633,20.82,-0.5087,-0.3743,0.40629
18,2,0,-4.2874,10.184,-0.28226,10.955,7.8843,5.828,-47.495,-16.234,15.76,-0.54988,-0.35331,0.24685
18,2,0,-3.7065,9.0042,0.47734,10.746,8.6765,6.0806,-39.005,-24.444,36.932,-0.41832,-0.46332,0.56518
18,2,0,-7.2923,10.561,0.058463,10.196,7.6986,5.4656,-43.313,-14.564,7.6459,-0.55178,-0.34613,0.1372
18,2,0,-4.4108,8.9969,-0.57562,10.092,8.2014,5.402,-39.166,-16.993,26.293,-0.4732,-0.38356,0.48229
18,2,0,-5.2562,10.026,-0.75268,10.128,7.8147,5.3345,-42.251,-12.393,20.533,-0.53384,-0.29728,0.38005
18,2,0,-4.5774,9.3145,0.050919,10.692,8.5688,5.7452,-45.798,-17.779,26.148,-0.49989,-0.36115,0.42568
18,2,0,-2.8255,8.2582,0.2942,11.164,8.0366,5.9265,-46.336,-10.494,27.445,-0.51645,-0.22032,0.41481
18,2,0,-5.1785,10.126,-0.21541,10.685,8.0027,5.3183,-39.619,-14.45,27.65,-0.46333,-0.33952,0.48657
